year,month,country,region,total,tourist,business,others,short_excursion
2004,April,Korea,Asia,120427,77590,31488,8744,2605
2004,April,Malaysia,Asia,8096,5941,2016,139,0
2004,April,Mexico,North America,1213,907,208,98,0
2004,April,Netherland,Europe,2522,1270,1134,118,0
2004,April,New Zealand,Oceania,3444,2243,627,574,0
2004,April,North America Unclassified,North America,461,214,133,109,5
2004,April,Norway,Europe,840,472,335,33,0
2004,April,Oceania Unclassified,Oceania,263,94,40,100,29
2004,April,Philippines,Asia,15503,4774,1178,9298,253
2004,April,Russia,Europe,4264,2092,1240,729,203
2004,April,Singapore,Asia,7728,4858,2073,646,151
2004,April,South America Unclassified,South America,1099,637,202,223,37
2004,April,Spain,Europe,1619,1108,394,117,0
2004,April,Sweden,Europe,1998,1080,802,116,0
2004,April,Swiss,Europe,2087,1459,540,88,0
2004,April,Taiwan,Asia,96606,86561,7577,2225,243
2004,April,Thailand,Asia,19227,15804,2116,1192,115
2004,April,U.S.A.,North America,66743,41793,19942,5006,2
2004,April,United Kingdom,Europe,22758,15425,5245,2088,0
2004,August,Africa,Africa,1644,390,491,716,47
2004,August,Asia Unclassified,Asia,7736,2745,1844,2781,366
2004,August,Australia,Oceania,15446,10851,2481,2114,0
2004,August,Austria,Europe,808,497,235,76,0
2004,August,Belgium,Europe,919,443,335,141,0
2004,August,Brazil,South America,1144,565,242,299,38
2004,August,Canada,North America,12721,8881,1394,2446,0
2004,August,China,Asia,60316,17907,10272,29750,2387
2004,August,Denmark,Europe,687,264,313,110,0
2004,August,Europe Unclassified,Europe,5572,3386,710,1448,28
2004,August,Finland,Europe,762,276,319,167,0
2004,August,France,Europe,8424,4753,1996,1675,0
2004,August,Germany,Europe,8088,3729,3251,1108,0
2004,August,Hong Kong,Asia,31172,28934,1869,365,4
2004,August,India,Asia,4521,867,1842,1408,404
2004,August,Indonesia,Asia,4146,1288,819,1450,589
2004,August,Ireland,Europe,1015,566,236,213,0
2004,August,Israel,Asia,878,379,379,119,1
2004,August,Italy,Europe,3876,2668,795,413,0
2004,August,Korea,Asia,170182,121171,25756,13615,9640
2004,August,Malaysia,Asia,4863,2727,1855,278,3
2004,August,Mexico,North America,1091,697,282,112,0
2004,August,Netherland,Europe,2532,1562,763,207,0
2004,August,New Zealand,Oceania,3248,1820,683,745,0
2004,August,North America Unclassified,North America,490,171,95,221,3
2004,August,Norway,Europe,505,174,223,108,0
2004,August,Oceania Unclassified,Oceania,210,60,17,118,15
2004,August,Philippines,Asia,12654,2860,1138,8407,249
2004,August,Russia,Europe,5768,3372,1214,877,305
2004,August,Singapore,Asia,4613,1907,1846,632,228
2004,August,South America Unclassified,South America,1132,586,188,322,36
2004,August,Spain,Europe,2130,1766,225,139,0
2004,August,Sweden,Europe,1263,475,575,213,0
2004,August,Swiss,Europe,1454,925,406,123,0
2004,August,Taiwan,Asia,99924,89294,6794,2875,961
2004,August,Thailand,Asia,6319,2873,2095,1097,254
2004,August,U.S.A.,North America,59012,32452,17273,9287,0
2004,August,United Kingdom,Europe,20523,12972,4462,3089,0
2004,December,Africa,Africa,1334,414,468,435,17
2004,December,Asia Unclassified,Asia,5537,1775,1733,1718,311
2004,December,Australia,Oceania,18226,15399,1837,989,1
2004,December,Austria,Europe,739,362,217,160,0
2004,December,Belgium,Europe,785,345,376,64,0
2004,December,Brazil,South America,1084,676,213,169,26
2004,December,Canada,North America,12623,10401,1293,929,0
2004,December,China,Asia,38776,11948,10930,12248,3650
2004,December,Denmark,Europe,647,317,297,33,0
2004,December,Europe Unclassified,Europe,4380,2120,709,1529,22
2004,December,Finland,Europe,815,429,301,85,0
2004,December,France,Europe,6748,3752,2377,619,0
2004,December,Germany,Europe,6682,3022,3197,463,0
2004,December,Hong Kong,Asia,27921,25902,1795,219,5
2004,December,India,Asia,3761,695,1600,869,597
2004,December,Indonesia,Asia,6375,3519,804,1030,1022
2004,December,Ireland,Europe,829,508,222,99,0
2004,December,Israel,Asia,753,278,418,57,0
2004,December,Italy,Europe,2612,1599,861,152,0
2004,December,Korea,Asia,120817,77996,30572,6558,5691
2004,December,Malaysia,Asia,13060,11173,1715,172,0
2004,December,Mexico,North America,1082,876,153,53,0
2004,December,Netherland,Europe,1986,1124,770,92,0
2004,December,New Zealand,Oceania,2735,2037,461,237,0
2004,December,North America Unclassified,North America,303,162,88,52,1
2004,December,Norway,Europe,483,278,164,41,0
2004,December,Oceania Unclassified,Oceania,142,57,24,49,12
2004,December,Philippines,Asia,13429,3251,802,8792,584
2004,December,Russia,Europe,4166,1776,1114,911,365
2004,December,Singapore,Asia,7720,5350,1701,282,387
2004,December,South America Unclassified,South America,1274,911,179,166,18
2004,December,Spain,Europe,1203,834,279,90,0
2004,December,Sweden,Europe,1436,798,533,105,0
2004,December,Swiss,Europe,1436,1021,363,52,0
2004,December,Taiwan,Asia,65227,56884,6698,1161,484
2004,December,Thailand,Asia,7472,4789,1818,631,234
2004,December,U.S.A.,North America,55635,36398,15270,3967,0
2004,December,United Kingdom,Europe,15105,10039,3728,1338,0
2004,February,Africa,Africa,1289,326,487,450,26
2004,February,Asia Unclassified,Asia,5750,1733,1636,2127,254
2004,February,Australia,Oceania,10610,6765,2816,1029,0
2004,February,Austria,Europe,822,437,333,52,0
2004,February,Belgium,Europe,827,250,540,37,0
2004,February,Brazil,South America,727,264,224,221,18
2004,February,Canada,North America,8867,5975,2106,786,0
2004,February,China,Asia,37906,7710,8555,19305,2336
2004,February,Denmark,Europe,843,268,532,43,0
2004,February,Europe Unclassified,Europe,3640,1527,944,1149,20
2004,February,Finland,Europe,921,365,473,83,0
2004,February,France,Europe,6739,3083,3081,575,0
2004,February,Germany,Europe,8534,3427,4569,538,0
2004,February,Hong Kong,Asia,12000,9820,1829,291,60
2004,February,India,Asia,3715,676,1882,851,306
2004,February,Indonesia,Asia,3185,914,635,1202,434
2004,February,Ireland,Europe,794,323,355,116,0
2004,February,Israel,Asia,1020,487,487,46,0
2004,February,Italy,Europe,2698,1117,1434,147,0
2004,February,Korea,Asia,142718,99534,30718,6789,5677
2004,February,Malaysia,Asia,4017,1887,1978,152,0
2004,February,Mexico,North America,864,481,311,72,0
2004,February,Netherland,Europe,1880,709,1086,85,0
2004,February,New Zealand,Oceania,1931,921,710,300,0
2004,February,North America Unclassified,North America,334,123,111,98,2
2004,February,Norway,Europe,636,315,290,31,0
2004,February,Oceania Unclassified,Oceania,184,50,38,73,23
2004,February,Philippines,Asia,10962,2050,1033,7598,281
2004,February,Russia,Europe,3746,1694,1259,554,239
2004,February,Singapore,Asia,3997,1421,1981,438,157
2004,February,South America Unclassified,South America,872,449,205,186,32
2004,February,Spain,Europe,1114,464,510,140,0
2004,February,Sweden,Europe,1514,556,861,97,0
2004,February,Swiss,Europe,1408,757,589,62,0
2004,February,Taiwan,Asia,61701,52574,7462,1429,236
2004,February,Thailand,Asia,5327,2732,1836,680,79
2004,February,U.S.A.,North America,47464,21929,22168,3367,0
2004,February,United Kingdom,Europe,15900,8320,6230,1350,0
2004,January,Africa,Africa,1416,333,386,666,31
2004,January,Asia Unclassified,Asia,5629,1562,1340,2465,262
2004,January,Australia,Oceania,17096,12286,1966,2844,0
2004,January,Austria,Europe,790,302,251,237,0
2004,January,Belgium,Europe,742,192,417,133,0
2004,January,Brazil,South America,872,416,158,281,17
2004,January,Canada,North America,13605,8972,1477,3156,0
2004,January,China,Asia,59645,20399,6474,29719,3053
2004,January,Denmark,Europe,817,263,441,113,0
2004,January,Europe Unclassified,Europe,3943,1705,638,1563,37
2004,January,Finland,Europe,752,256,379,117,0
2004,January,France,Europe,6396,2217,2718,1461,0
2004,January,Germany,Europe,6910,2667,3304,939,0
2004,January,Hong Kong,Asia,29784,27522,1495,496,271
2004,January,India,Asia,4365,606,1830,1526,403
2004,January,Indonesia,Asia,4205,1074,504,1315,1312
2004,January,Ireland,Europe,1072,447,272,353,0
2004,January,Israel,Asia,717,217,413,87,0
2004,January,Italy,Europe,2510,1084,1085,341,0
2004,January,Korea,Asia,164785,119454,25824,13310,6197
2004,January,Malaysia,Asia,6193,4434,1422,337,0
2004,January,Mexico,North America,972,524,224,224,0
2004,January,Netherland,Europe,2138,1090,853,195,0
2004,January,New Zealand,Oceania,3030,1546,552,932,0
2004,January,North America Unclassified,North America,357,117,82,157,1
2004,January,Norway,Europe,537,256,221,60,0
2004,January,Oceania Unclassified,Oceania,229,61,29,125,14
2004,January,Philippines,Asia,12074,2005,1120,8500,449
2004,January,Russia,Europe,2996,1089,832,675,400
2004,January,Singapore,Asia,5511,3332,1550,621,8
2004,January,South America Unclassified,South America,996,474,135,358,29
2004,January,Spain,Europe,1007,431,373,203,0
2004,January,Sweden,Europe,1538,671,626,241,0
2004,January,Swiss,Europe,1143,627,400,116,0
2004,January,Taiwan,Asia,96786,87641,5320,3332,493
2004,January,Thailand,Asia,5197,2504,1397,1164,132
2004,January,U.S.A.,North America,52463,24658,18004,9801,0
2004,January,United Kingdom,Europe,19024,10077,4871,4076,0
2004,July,Africa,Africa,1745,617,592,491,45
2004,July,Asia Unclassified,Asia,7080,2467,2138,2141,334
2004,July,Australia,Oceania,18402,14440,2596,1366,0
2004,July,Austria,Europe,986,584,297,105,0
2004,July,Belgium,Europe,1039,590,387,62,0
2004,July,Brazil,South America,1253,728,201,264,60
2004,July,Canada,North America,13527,10615,1623,1289,0
2004,July,China,Asia,56512,24990,12257,16486,2779
2004,July,Denmark,Europe,897,545,302,50,0
2004,July,Europe Unclassified,Europe,5240,3109,785,1321,25
2004,July,Finland,Europe,881,569,236,76,0
2004,July,France,Europe,8763,5351,2557,855,0
2004,July,Germany,Europe,8414,3778,4006,630,0
2004,July,Hong Kong,Asia,34666,32532,1865,264,5
2004,July,India,Asia,4548,979,2213,933,423
2004,July,Indonesia,Asia,5166,2350,771,1054,991
2004,July,Ireland,Europe,1041,593,280,168,0
2004,July,Israel,Asia,930,438,439,53,0
2004,July,Italy,Europe,3705,2117,1319,269,0
2004,July,Korea,Asia,160770,111861,31027,6527,11355
2004,July,Malaysia,Asia,5555,3385,1970,197,3
2004,July,Mexico,North America,2472,2051,326,95,0
2004,July,Netherland,Europe,2793,1747,898,148,0
2004,July,New Zealand,Oceania,3298,2245,651,402,0
2004,July,North America Unclassified,North America,538,245,149,137,7
2004,July,Norway,Europe,741,528,186,27,0
2004,July,Oceania Unclassified,Oceania,299,160,48,77,14
2004,July,Philippines,Asia,13448,3329,1201,8609,309
2004,July,Russia,Europe,6255,3337,1556,1050,312
2004,July,Singapore,Asia,5001,2240,2235,324,202
2004,July,South America Unclassified,South America,1235,788,188,221,38
2004,July,Spain,Europe,2006,1338,413,255,0
2004,July,Sweden,Europe,1460,923,423,114,0
2004,July,Swiss,Europe,1930,1402,450,78,0
2004,July,Taiwan,Asia,130520,121545,7116,1189,670
2004,July,Thailand,Asia,6439,3221,2276,805,137
2004,July,U.S.A.,North America,71242,47686,18078,5477,1
2004,July,United Kingdom,Europe,19338,12425,4969,1944,0
2004,June,Africa,Africa,1551,341,644,530,36
2004,June,Asia Unclassified,Asia,6031,2081,2007,1652,291
2004,June,Australia,Oceania,15928,12181,2719,1028,0
2004,June,Austria,Europe,731,315,347,69,0
2004,June,Belgium,Europe,901,276,498,127,0
2004,June,Brazil,South America,989,461,298,174,56
2004,June,Canada,North America,10517,7754,1894,869,0
2004,June,China,Asia,41477,13571,11905,12696,3305
2004,June,Denmark,Europe,828,287,503,38,0
2004,June,Europe Unclassified,Europe,5163,2905,985,1237,36
2004,June,Finland,Europe,789,319,407,63,0
2004,June,France,Europe,6844,2817,3343,684,0
2004,June,Germany,Europe,7325,2232,4546,547,0
2004,June,Hong Kong,Asia,30460,28092,2137,225,6
2004,June,India,Asia,4165,1024,1876,726,539
2004,June,Indonesia,Asia,5164,2360,947,995,862
2004,June,Ireland,Europe,816,394,325,97,0
2004,June,Israel,Asia,691,278,374,39,0
2004,June,Italy,Europe,2886,1174,1305,407,0
2004,June,Korea,Asia,116269,68403,34043,6563,7260
2004,June,Malaysia,Asia,10707,8391,2151,165,0
2004,June,Mexico,North America,1420,952,359,107,2
2004,June,Netherland,Europe,1986,822,1069,95,0
2004,June,New Zealand,Oceania,2707,1842,607,258,0
2004,June,North America Unclassified,North America,483,184,167,127,5
2004,June,Norway,Europe,635,312,295,28,0
2004,June,Oceania Unclassified,Oceania,342,179,44,79,40
2004,June,Philippines,Asia,11240,3015,1163,6712,350
2004,June,Russia,Europe,4519,2226,1291,782,220
2004,June,Singapore,Asia,5254,2634,2020,359,241
2004,June,South America Unclassified,South America,1158,631,259,235,33
2004,June,Spain,Europe,1217,686,441,90,0
2004,June,Sweden,Europe,1564,734,757,73,0
2004,June,Swiss,Europe,1262,653,541,68,0
2004,June,Taiwan,Asia,102367,93037,7704,1220,406
2004,June,Thailand,Asia,6284,2986,2368,784,146
2004,June,U.S.A.,North America,77741,52921,21106,3714,0
2004,June,United Kingdom,Europe,14510,7501,5643,1366,0
2004,March,Africa,Africa,1593,458,600,501,34
2004,March,Asia Unclassified,Asia,7065,2199,1979,2668,219
2004,March,Australia,Oceania,13922,9266,2973,1683,0
2004,March,Austria,Europe,1030,532,425,73,0
2004,March,Belgium,Europe,1048,385,558,105,0
2004,March,Brazil,South America,999,359,284,337,19
2004,March,Canada,North America,12250,8853,2045,1352,0
2004,March,China,Asia,55370,15289,11193,27267,1621
2004,March,Denmark,Europe,1000,381,550,69,0
2004,March,Europe Unclassified,Europe,4347,2065,878,1382,22
2004,March,Finland,Europe,1114,466,540,108,0
2004,March,France,Europe,7979,3280,3557,1142,0
2004,March,Germany,Europe,10799,4846,5076,877,0
2004,March,Hong Kong,Asia,16783,13541,2533,590,119
2004,March,India,Asia,4113,824,1910,940,439
2004,March,Indonesia,Asia,3472,1345,741,807,579
2004,March,Ireland,Europe,989,469,350,170,0
2004,March,Israel,Asia,874,416,409,49,0
2004,March,Italy,Europe,3279,1423,1658,198,0
2004,March,Korea,Asia,112516,64352,32508,13175,2481
2004,March,Malaysia,Asia,6999,4646,2113,240,0
2004,March,Mexico,North America,1391,873,339,179,0
2004,March,Netherland,Europe,2398,1003,1217,178,0
2004,March,New Zealand,Oceania,2592,1242,793,557,0
2004,March,North America Unclassified,North America,439,170,152,115,2
2004,March,Norway,Europe,815,408,358,49,0
2004,March,Oceania Unclassified,Oceania,181,59,41,74,7
2004,March,Philippines,Asia,13160,3094,1187,8439,440
2004,March,Russia,Europe,4775,2469,1260,827,219
2004,March,Singapore,Asia,7652,4434,2106,1003,109
2004,March,South America Unclassified,South America,1110,479,286,321,24
2004,March,Spain,Europe,1379,749,523,107,0
2004,March,Sweden,Europe,2063,912,972,179,0
2004,March,Swiss,Europe,1610,874,600,136,0
2004,March,Taiwan,Asia,82940,71378,7963,3414,185
2004,March,Thailand,Asia,12581,8992,2361,1126,102
2004,March,U.S.A.,North America,68709,39593,22770,6346,0
2004,March,United Kingdom,Europe,17374,9494,5916,1963,1
2004,May,Africa,Africa,1799,634,640,507,18
2004,May,Asia Unclassified,Asia,6810,2126,2303,2097,284
2004,May,Australia,Oceania,15764,11412,3024,1328,0
2004,May,Austria,Europe,843,383,394,66,0
2004,May,Belgium,Europe,1033,404,548,81,0
2004,May,Brazil,South America,1219,610,378,211,20
2004,May,Canada,North America,11918,8332,2163,1423,0
2004,May,China,Asia,47561,15439,12197,17704,2221
2004,May,Denmark,Europe,967,401,510,56,0
2004,May,Europe Unclassified,Europe,4666,2220,1235,1190,21
2004,May,Finland,Europe,1157,460,624,73,0
2004,May,France,Europe,8215,3939,3266,1010,0
2004,May,Germany,Europe,9401,3920,4787,694,0
2004,May,Hong Kong,Asia,21609,19285,2037,282,5
2004,May,India,Asia,5879,1813,2336,1238,492
2004,May,Indonesia,Asia,3728,1302,904,958,564
2004,May,Ireland,Europe,872,365,361,146,0
2004,May,Israel,Asia,951,374,512,65,0
2004,May,Italy,Europe,3090,1397,1490,203,0
2004,May,Korea,Asia,115659,72304,30691,8682,3982
2004,May,Malaysia,Asia,7361,4863,2273,225,0
2004,May,Mexico,North America,1588,1038,419,130,1
2004,May,Netherland,Europe,2596,1271,1137,188,0
2004,May,New Zealand,Oceania,2705,1476,809,420,0
2004,May,North America Unclassified,North America,485,222,140,114,9
2004,May,Norway,Europe,578,247,308,23,0
2004,May,Oceania Unclassified,Oceania,340,98,58,164,20
2004,May,Philippines,Asia,13858,4421,1369,7586,482
2004,May,Russia,Europe,4922,2404,1313,952,253
2004,May,Singapore,Asia,5845,2761,2373,450,261
2004,May,South America Unclassified,South America,1214,677,280,238,19
2004,May,Spain,Europe,1268,584,523,161,0
2004,May,Sweden,Europe,1872,805,934,133,0
2004,May,Swiss,Europe,1657,928,650,79,0
2004,May,Taiwan,Asia,93126,83398,7736,1598,394
2004,May,Thailand,Asia,8984,5083,2877,893,131
2004,May,U.S.A.,North America,71316,43616,22607,5092,1
2004,May,United Kingdom,Europe,17916,9395,6618,1902,1
2004,November,Africa,Africa,1688,454,697,499,38
2004,November,Asia Unclassified,Asia,6363,1719,2385,2082,177
2004,November,Australia,Oceania,13608,9066,3408,1134,0
2004,November,Austria,Europe,1172,398,566,208,0
2004,November,Belgium,Europe,1236,442,718,76,0
2004,November,Brazil,South America,863,352,334,157,20
2004,November,Canada,North America,10864,7506,2494,864,0
2004,November,China,Asia,47522,11947,16577,16056,2942
2004,November,Denmark,Europe,1191,403,742,46,0
2004,November,Europe Unclassified,Europe,5170,2009,1368,1764,29
2004,November,Finland,Europe,1236,491,663,82,0
2004,November,France,Europe,8638,3587,4135,916,0
2004,November,Germany,Europe,10128,3174,6157,797,0
2004,November,Hong Kong,Asia,19173,16528,2399,236,10
2004,November,India,Asia,4411,816,2207,861,527
2004,November,Indonesia,Asia,7483,4757,1012,1013,701
2004,November,Ireland,Europe,986,419,474,93,0
2004,November,Israel,Asia,1073,372,633,68,0
2004,November,Italy,Europe,3553,1413,1956,184,0
2004,November,Korea,Asia,128369,81255,37049,6998,3067
2004,November,Malaysia,Asia,11157,8479,2503,175,0
2004,November,Mexico,North America,1113,713,314,86,0
2004,November,Netherland,Europe,2772,1102,1470,200,0
2004,November,New Zealand,Oceania,2494,1332,852,310,0
2004,November,North America Unclassified,North America,480,170,182,125,3
2004,November,Norway,Europe,773,285,459,29,0
2004,November,Oceania Unclassified,Oceania,194,51,62,65,16
2004,November,Philippines,Asia,12828,3021,1477,7927,403
2004,November,Russia,Europe,4919,2142,1680,780,317
2004,November,Singapore,Asia,7849,4553,2658,443,195
2004,November,South America Unclassified,South America,1154,568,317,238,31
2004,November,Spain,Europe,1508,762,639,107,0
2004,November,Sweden,Europe,2037,743,1177,117,0
2004,November,Swiss,Europe,1766,856,830,80,0
2004,November,Taiwan,Asia,74876,64849,8552,1298,177
2004,November,Thailand,Asia,6912,3043,3045,695,129
2004,November,U.S.A.,North America,61772,32768,24726,4278,0
2004,November,United Kingdom,Europe,17018,8107,7524,1387,0
2004,October,Africa,Africa,1971,424,780,733,34
2004,October,Asia Unclassified,Asia,8411,2042,2633,3503,233
2004,October,Australia,Oceania,16515,11986,3248,1276,5
2004,October,Austria,Europe,1384,670,493,221,0
2004,October,Belgium,Europe,1374,525,754,95,0
2004,October,Brazil,South America,1479,735,437,263,44
2004,October,Canada,North America,13060,9099,2848,1113,0
2004,October,China,Asia,56111,17290,14630,21914,2277
2004,October,Denmark,Europe,1238,507,658,73,0
2004,October,Europe Unclassified,Europe,6178,2564,1530,2040,44
2004,October,Finland,Europe,1407,634,685,88,0
2004,October,France,Europe,10216,5163,4168,885,0
2004,October,Germany,Europe,11631,5087,5589,955,0
2004,October,Hong Kong,Asia,23446,20713,2401,327,5
2004,October,India,Asia,4823,1030,2437,920,436
2004,October,Indonesia,Asia,4044,1235,1018,1372,419
2004,October,Ireland,Europe,1076,547,390,139,0
2004,October,Israel,Asia,1102,455,591,56,0
2004,October,Italy,Europe,4200,1816,2021,363,0
2004,October,Korea,Asia,122877,74438,35913,9106,3420
2004,October,Malaysia,Asia,6455,3773,2456,226,0
2004,October,Mexico,North America,1850,1324,430,96,0
2004,October,Netherland,Europe,3337,1574,1539,224,0
2004,October,New Zealand,Oceania,2790,1633,865,292,0
2004,October,North America Unclassified,North America,550,231,203,113,3
2004,October,Norway,Europe,852,355,452,45,0
2004,October,Oceania Unclassified,Oceania,272,79,60,83,50
2004,October,Philippines,Asia,13168,3501,1496,7604,567
2004,October,Russia,Europe,4804,2151,1553,831,269
2004,October,Singapore,Asia,6097,2868,2584,529,116
2004,October,South America Unclassified,South America,1567,823,413,299,32
2004,October,Spain,Europe,2228,1357,739,132,0
2004,October,Sweden,Europe,2659,1186,1356,117,0
2004,October,Swiss,Europe,2491,1525,821,145,0
2004,October,Taiwan,Asia,94104,83502,8665,1633,304
2004,October,Thailand,Asia,12457,7612,3402,1301,142
2004,October,U.S.A.,North America,71190,41678,24932,4580,0
2004,October,United Kingdom,Europe,19876,10623,7368,1885,0
2004,September,Africa,Africa,2067,649,669,725,24
2004,September,Asia Unclassified,Asia,7784,2006,2347,3218,213
2004,September,Australia,Oceania,20966,16351,3141,1474,0
2004,September,Austria,Europe,1146,468,376,302,0
2004,September,Belgium,Europe,1013,416,500,97,0
2004,September,Brazil,South America,1193,590,313,255,35
2004,September,Canada,North America,9985,6583,1855,1546,1
2004,September,China,Asia,58031,13650,13470,28574,2337
2004,September,Denmark,Europe,886,345,466,75,0
2004,September,Europe Unclassified,Europe,4821,2038,989,1774,20
2004,September,Finland,Europe,964,305,542,117,0
2004,September,France,Europe,7686,3507,2911,1268,0
2004,September,Germany,Europe,8739,3696,4191,852,0
2004,September,Hong Kong,Asia,21704,19281,2024,394,5
2004,September,India,Asia,4462,970,2080,1011,401
2004,September,Indonesia,Asia,4093,1140,1008,1401,544
2004,September,Ireland,Europe,1000,513,325,162,0
2004,September,Israel,Asia,989,543,401,45,0
2004,September,Italy,Europe,3552,1697,1287,568,0
2004,September,Korea,Asia,113083,69125,28853,10703,4402
2004,September,Malaysia,Asia,5538,3231,2066,241,0
2004,September,Mexico,North America,1433,1002,283,148,0
2004,September,Netherland,Europe,2494,1219,1101,174,0
2004,September,New Zealand,Oceania,3705,2586,765,354,0
2004,September,North America Unclassified,North America,583,204,184,193,2
2004,September,Norway,Europe,702,309,333,60,0
2004,September,Oceania Unclassified,Oceania,266,94,60,93,19
2004,September,Philippines,Asia,12264,2902,1262,7900,200
2004,September,Russia,Europe,5420,2454,1750,998,218
2004,September,Singapore,Asia,5178,1905,2264,862,147
2004,September,South America Unclassified,South America,1366,718,281,349,18
2004,September,Spain,Europe,1940,1097,486,357,0
2004,September,Sweden,Europe,1698,585,858,255,0
2004,September,Swiss,Europe,1850,1149,588,113,0
2004,September,Taiwan,Asia,82413,71505,7361,3087,460
2004,September,Thailand,Asia,7665,3378,2717,1455,115
2004,September,U.S.A.,North America,56466,30348,20400,5718,0
2004,September,United Kingdom,Europe,16362,8569,5742,2050,1
2005,April,Africa,Africa,2012,623,641,701,47
2005,April,Asia Unclassified,Asia,6222,2034,1591,2533,67
2005,April,Australia,Oceania,17898,13369,2827,1702,0
2005,April,Austria,Europe,1148,547,506,95,0
2005,April,Belgium,Europe,1229,575,592,62,0
2005,April,Brazil,South America,1640,874,380,361,25
2005,April,Canada,North America,12874,9382,1978,1514,0
2005,April,China,Asia,56321,16601,13682,23987,2051
2005,April,Denmark,Europe,1447,806,594,47,0
2005,April,Europe Unclassified,Europe,5077,2464,1143,1447,23
2005,April,Finland,Europe,1107,476,550,81,0
2005,April,France,Europe,12123,7167,3771,1185,0
2005,April,Germany,Europe,10978,4702,5417,859,0
2005,April,Hong Kong,Asia,16984,14771,1887,316,10
2005,April,India,Asia,4808,1271,2145,1039,353
2005,April,Indonesia,Asia,4590,1872,878,1461,379
2005,April,Ireland,Europe,1239,718,335,186,0
2005,April,Israel,Asia,1101,565,473,63,0
2005,April,Italy,Europe,4570,2610,1662,298,0
2005,April,Korea,Asia,122084,77281,34797,10000,6
2005,April,Malaysia,Asia,8756,5534,2348,743,131
2005,April,Mexico,North America,1273,911,249,113,0
2005,April,Netherland,Europe,2873,1368,1276,229,0
2005,April,New Zealand,Oceania,3532,2294,667,571,0
2005,April,North America Unclassified,North America,834,394,290,144,6
2005,April,Norway,Europe,873,367,476,30,0
2005,April,Oceania Unclassified,Oceania,269,107,55,90,17
2005,April,Philippines,Asia,16577,6577,1219,8069,712
2005,April,Russia,Europe,5388,2625,1769,695,299
2005,April,Singapore,Asia,7885,5351,2349,185,0
2005,April,South America Unclassified,South America,1980,1101,497,343,39
2005,April,Spain,Europe,2016,1266,603,147,0
2005,April,Sweden,Europe,2272,1085,1028,159,0
2005,April,Swiss,Europe,2456,1674,679,103,0
2005,April,Taiwan,Asia,120282,110597,7281,2397,7
2005,April,Thailand,Asia,20516,16670,2197,1427,222
2005,April,U.S.A.,North America,76971,47527,23033,6410,1
2005,April,United Kingdom,Europe,22051,14018,5925,2108,0
2005,April,Vietnam,Asia,2051,373,504,1075,99
2005,August,Africa,Africa,2365,590,558,1194,23
2005,August,Asia Unclassified,Asia,6700,2504,1646,2404,146
2005,August,Australia,Oceania,16019,11631,2399,1989,0
2005,August,Austria,Europe,951,540,302,109,0
2005,August,Belgium,Europe,964,505,346,113,0
2005,August,Brazil,South America,1340,772,226,318,24
2005,August,Canada,North America,13087,9284,1474,2329,0
2005,August,China,Asia,65026,20770,12509,29465,2282
2005,August,Denmark,Europe,769,310,338,121,0
2005,August,Europe Unclassified,Europe,6219,3846,737,1597,39
2005,August,Finland,Europe,900,425,322,153,0
2005,August,France,Europe,9421,5988,1916,1517,0
2005,August,Germany,Europe,8512,3994,3378,1140,0
2005,August,Hong Kong,Asia,27826,25627,1848,351,0
2005,August,India,Asia,5266,1269,1917,1619,461
2005,August,Indonesia,Asia,4260,1132,814,1675,639
2005,August,Ireland,Europe,1388,921,240,227,0
2005,August,Israel,Asia,832,332,381,119,0
2005,August,Italy,Europe,4420,3302,787,331,0
2005,August,Korea,Asia,193279,151991,27180,14106,2
2005,August,Malaysia,Asia,4868,1903,2201,576,188
2005,August,Mexico,North America,1363,949,259,154,1
2005,August,Netherland,Europe,2500,1417,875,208,0
2005,August,New Zealand,Oceania,3015,1728,609,678,0
2005,August,North America Unclassified,North America,721,299,157,260,5
2005,August,Norway,Europe,631,358,188,85,0
2005,August,Oceania Unclassified,Oceania,339,98,32,190,19
2005,August,Philippines,Asia,10255,4473,1270,4109,403
2005,August,Russia,Europe,5557,3019,1496,769,273
2005,August,Singapore,Asia,4903,2708,1914,281,0
2005,August,South America Unclassified,South America,1279,745,185,315,34
2005,August,Spain,Europe,3313,2802,243,268,0
2005,August,Sweden,Europe,1510,621,616,273,0
2005,August,Swiss,Europe,1753,1170,446,137,0
2005,August,Taiwan,Asia,116030,106704,6328,2995,3
2005,August,Thailand,Asia,7524,3647,2144,1579,154
2005,August,U.S.A.,North America,62645,36389,17013,9243,0
2005,August,United Kingdom,Europe,18820,11734,4303,2783,0
2005,August,Vietnam,Asia,2000,376,450,935,239
2005,December,Africa,Africa,1378,542,403,413,20
2005,December,Asia Unclassified,Asia,4865,1793,1580,1408,84
2005,December,Australia,Oceania,18802,15990,1870,942,0
2005,December,Austria,Europe,638,268,272,98,0
2005,December,Belgium,Europe,739,312,369,58,0
2005,December,Brazil,South America,1878,1434,206,211,27
2005,December,Canada,North America,13025,10638,1508,879,0
2005,December,China,Asia,45535,16139,12936,13113,3347
2005,December,Denmark,Europe,795,420,322,53,0
2005,December,Europe Unclassified,Europe,3935,2234,660,1011,30
2005,December,Finland,Europe,869,475,324,70,0
2005,December,France,Europe,7236,4051,2478,707,0
2005,December,Germany,Europe,6796,2859,3422,515,0
